"","admission.department","discharge.department","flow"
"981","Department of Infectious Diseases","Department of Critical Care Medicine",1
"982","Department of Infectious Diseases","Department of Critical Care Medicine",1
"983","Department of Infectious Diseases","Department of Critical Care Medicine",1
"984","Department of Infectious Diseases","Department of Critical Care Medicine",1
"985","Department of Respiratory and Critical Care Medicine","Department of Critical Care Medicine",1
"986","Department of Respiratory and Critical Care Medicine","Department of Critical Care Medicine",2
"987","Emergency Surgery","Department of Critical Care Medicine",1
"988","Emergency Surgery","Department of Critical Care Medicine",1
"989","Emergency Surgery","Department of Critical Care Medicine",1
"990","Emergency Surgery","Department of Critical Care Medicine",1
"991","Emergency Surgery","Department of Critical Care Medicine",1
"992","Endocrinology Department","Department of Critical Care Medicine",1
"993","Gastroenterology","Department of Critical Care Medicine",1
"994","Gastroenterology","Department of Critical Care Medicine",1
"995","Gastroenterology","Department of Critical Care Medicine",1
"996","Gastroenterology","Department of Critical Care Medicine",1
"997","Gastroenterology Surgery","Department of Critical Care Medicine",1
"998","Haematology","Department of Critical Care Medicine",1
"999","IV East Gastroenterology Surgery Anorectal Disease","Department of Critical Care Medicine",1
"1000","L2 tumor ICU","Department of Critical Care Medicine",1
"1001","Nephropathy Department","Department of Critical Care Medicine",1
"1002","Nephropathy Department","Department of Critical Care Medicine",1
"1003","Nephropathy Department","Department of Critical Care Medicine",1
"1004","Neurology","Department of Critical Care Medicine",1
"1005","Neurology","Department of Critical Care Medicine",1
"1006","Neurology","Department of Critical Care Medicine",2
"1007","Neurology","Department of Critical Care Medicine",1
"1008","Neurology","Department of Critical Care Medicine",1
"1009","Neurology","Department of Critical Care Medicine",1
"1010","Orthopedic surgery","Department of Critical Care Medicine",1
"1011","Orthopedic surgery","Department of Critical Care Medicine",1
"1012","Orthopedic surgery","Department of Critical Care Medicine",1
"1013","Orthopedic surgery","Department of Critical Care Medicine",1
"1014","Orthopedic surgery","Department of Critical Care Medicine",1
"1015","orthopedics","Department of Critical Care Medicine",1
"1016","orthopedics","Department of Critical Care Medicine",1
"1017","orthopedics","Department of Critical Care Medicine",1
"1018","orthopedics","Department of Critical Care Medicine",1
"1019","Pancreatic Surgery","Department of Critical Care Medicine",1
"1020","Respiratory Medicine","Department of Critical Care Medicine",1
"1021","Respiratory Medicine","Department of Critical Care Medicine",1
"1022","Rheumatism and Immunology Department","Department of Critical Care Medicine",1
"1023","Rheumatism and Immunology Department","Department of Critical Care Medicine",1
"1024","Thoracic Surgery","Department of Critical Care Medicine",1
"1025","Thoracic Surgery","Department of Critical Care Medicine",1
"1026","Thoracic Surgery","Department of Critical Care Medicine",1
"1027","Urology","Department of Critical Care Medicine",1
"1028","Urology","Department of Critical Care Medicine",1
"1029","Urology","Department of Critical Care Medicine",1
"1030","Urology","Department of Critical Care Medicine",1
"1031","Urology","Department of Critical Care Medicine",1
"1032","Urology","Department of Critical Care Medicine",1
"1033","Urology","Department of Critical Care Medicine",1
"1034","Vascular Surgery","Department of Critical Care Medicine",1
"1035","Z14 chest tumor ward III","Department of Critical Care Medicine",1
"1036","Breast Thyroid Oncology Surgery","Department of Infectious Diseases",1
"1037","Cardiology","Department of Infectious Diseases",1
"1038","Cardiology","Department of Infectious Diseases",1
"1039","Cardiology","Department of Infectious Diseases",1
"1040","Comprehensive internal medicine","Department of Infectious Diseases",1
"1041","Comprehensive internal medicine","Department of Infectious Diseases",1
"1042","Dental department","Department of Infectious Diseases",1
"1043","Department of Infectious Diseases","Department of Infectious Diseases",2
"1044","Department of Infectious Diseases","Department of Infectious Diseases",1
"1045","Department of Infectious Diseases","Department of Infectious Diseases",1
"1046","Department of Infectious Diseases","Department of Infectious Diseases",2
"1047","Department of Infectious Diseases","Department of Infectious Diseases",1
"1048","Department of Infectious Diseases","Department of Infectious Diseases",1
"1049","Department of Infectious Diseases","Department of Infectious Diseases",5
"1050","Department of Infectious Diseases","Department of Infectious Diseases",2
"1051","Department of Infectious Diseases","Department of Infectious Diseases",2
"1052","Department of Infectious Diseases","Department of Infectious Diseases",4
"1053","Department of Infectious Diseases","Department of Infectious Diseases",1
"1054","Department of Infectious Diseases","Department of Infectious Diseases",2
"1055","Department of Infectious Diseases","Department of Infectious Diseases",1
"1056","Department of Infectious Diseases","Department of Infectious Diseases",2
"1057","Department of Infectious Diseases","Department of Infectious Diseases",3
"1058","Department of Infectious Diseases","Department of Infectious Diseases",4
"1059","Department of Infectious Diseases","Department of Infectious Diseases",5
"1060","Department of Infectious Diseases","Department of Infectious Diseases",6
"1061","Department of Infectious Diseases","Department of Infectious Diseases",5
"1062","Department of Infectious Diseases","Department of Infectious Diseases",6
"1063","Department of Infectious Diseases","Department of Infectious Diseases",6
"1064","Department of Infectious Diseases","Department of Infectious Diseases",4
"1065","Department of Infectious Diseases","Department of Infectious Diseases",3
"1066","Department of Infectious Diseases","Department of Infectious Diseases",7
"1067","Department of Infectious Diseases","Department of Infectious Diseases",8
"1068","Department of Infectious Diseases","Department of Infectious Diseases",10
"1069","Department of Infectious Diseases","Department of Infectious Diseases",6
"1070","Department of Infectious Diseases","Department of Infectious Diseases",7
"1071","Department of Infectious Diseases","Department of Infectious Diseases",5
"1072","Department of Infectious Diseases","Department of Infectious Diseases",5
"1073","Department of Infectious Diseases","Department of Infectious Diseases",10
"1074","Department of Infectious Diseases","Department of Infectious Diseases",12
"1075","Department of Infectious Diseases","Department of Infectious Diseases",6
"1076","Department of Infectious Diseases","Department of Infectious Diseases",4
"1077","Department of Infectious Diseases","Department of Infectious Diseases",8
"1078","Department of Infectious Diseases","Department of Infectious Diseases",11
"1079","Department of Infectious Diseases","Department of Infectious Diseases",13
"1080","Department of Infectious Diseases","Department of Infectious Diseases",15
"1081","Department of Infectious Diseases","Department of Infectious Diseases",15
"1082","Department of Infectious Diseases","Department of Infectious Diseases",8
"1083","Department of Infectious Diseases","Department of Infectious Diseases",19
"1084","Department of Infectious Diseases","Department of Infectious Diseases",15
"1085","Department of Infectious Diseases","Department of Infectious Diseases",16
"1086","Department of Infectious Diseases","Department of Infectious Diseases",9
"1087","Department of Infectious Diseases","Department of Infectious Diseases",14
"1088","Department of Infectious Diseases","Department of Infectious Diseases",14
"1089","Department of Infectious Diseases","Department of Infectious Diseases",16
"1090","Department of Infectious Diseases","Department of Infectious Diseases",9
"1091","Department of Infectious Diseases","Department of Infectious Diseases",14
"1092","Department of Infectious Diseases","Department of Infectious Diseases",7
"1093","Department of Infectious Diseases","Department of Infectious Diseases",21
"1094","Department of Infectious Diseases","Department of Infectious Diseases",11
"1095","Department of Infectious Diseases","Department of Infectious Diseases",7
"1096","Department of Infectious Diseases","Department of Infectious Diseases",8
"1097","Department of Infectious Diseases","Department of Infectious Diseases",13
"1098","Department of Infectious Diseases","Department of Infectious Diseases",13
"1099","Department of Infectious Diseases","Department of Infectious Diseases",11
"1100","Department of Infectious Diseases","Department of Infectious Diseases",7
"1101","Department of Infectious Diseases","Department of Infectious Diseases",9
"1102","Department of Infectious Diseases","Department of Infectious Diseases",6
"1103","Department of Infectious Diseases","Department of Infectious Diseases",6
"1104","Department of Infectious Diseases","Department of Infectious Diseases",8
"1105","Department of Infectious Diseases","Department of Infectious Diseases",2
"1106","Department of Infectious Diseases","Department of Infectious Diseases",2
"1107","Department of Traditional Chinese Medicine","Department of Infectious Diseases",1
"1108","Department of Traditional Chinese Medicine","Department of Infectious Diseases",1
"1109","Emergency Surgery","Department of Infectious Diseases",1
"1110","Emergency Surgery","Department of Infectious Diseases",1
"1111","Emergency Surgery","Department of Infectious Diseases",1
"1112","Endocrinology Department","Department of Infectious Diseases",1
"1113","Gastroenterology","Department of Infectious Diseases",1
"1114","Gastroenterology","Department of Infectious Diseases",1
"1115","Gastroenterology Surgery","Department of Infectious Diseases",1
"1116","Gynecology","Department of Infectious Diseases",1
"1117","Haematology","Department of Infectious Diseases",1
"1118","Haematology","Department of Infectious Diseases",1
"1119","Hepatobiliary Surgery","Department of Infectious Diseases",1
"1120","Hepatobiliary Surgery","Department of Infectious Diseases",1
"1121","Hepatobiliary Surgery","Department of Infectious Diseases",1
"1122","Hepatobiliary Surgery","Department of Infectious Diseases",1
"1123","Hepatobiliary Surgery","Department of Infectious Diseases",1
"1124","Interventional department","Department of Infectious Diseases",1
"1125","Interventional Radiology","Department of Infectious Diseases",1
"1126","Interventional Radiology","Department of Infectious Diseases",1
"1127","Interventional Radiology","Department of Infectious Diseases",1
"1128","Neurology","Department of Infectious Diseases",1
"1129","Oncology Department","Department of Infectious Diseases",1
"1130","ophthalmology","Department of Infectious Diseases",1
"1131","Respiratory Medicine","Department of Infectious Diseases",1
"1132","Urology","Department of Infectious Diseases",1
"1133","Vascular Surgery","Department of Infectious Diseases",1
"1134","Z10 Digestive Oncology Department Ⅱ","Department of Infectious Diseases",1
"1135","Z10 Digestive Oncology Department Ⅱ","Department of Infectious Diseases",1
"1136","Z7 head and neck tumor ward I","Department of Infectious Diseases",1
"1137","Z9 Abdominal Oncology Department","Department of Infectious Diseases",1
"1138","Department of L2 Lymphoma","Department of L2 Lymphoma",1
"1139","Department of L2 Lymphoma","Department of L2 Lymphoma",3
"1140","Department of L2 Lymphoma","Department of L2 Lymphoma",1
"1141","Department of L2 Lymphoma","Department of L2 Lymphoma",4
"1142","Department of L2 Lymphoma","Department of L2 Lymphoma",5
"1143","Department of L2 Lymphoma","Department of L2 Lymphoma",2
"1144","Department of L2 Lymphoma","Department of L2 Lymphoma",4
"1145","Department of L2 Lymphoma","Department of L2 Lymphoma",3
"1146","Department of L2 Lymphoma","Department of L2 Lymphoma",3
"1147","Department of L2 Lymphoma","Department of L2 Lymphoma",3
"1148","Department of L2 Lymphoma","Department of L2 Lymphoma",2
"1149","Department of L2 Lymphoma","Department of L2 Lymphoma",3
"1150","Department of L2 Lymphoma","Department of L2 Lymphoma",3
"1151","Department of L2 Lymphoma","Department of L2 Lymphoma",2
"1152","Department of L2 Lymphoma","Department of L2 Lymphoma",2
"1153","Department of L2 Lymphoma","Department of L2 Lymphoma",1
"1154","Department of L2 Lymphoma","Department of L2 Lymphoma",2
"1155","Department of L2 Lymphoma","Department of L2 Lymphoma",8
"1156","Department of L2 Lymphoma","Department of L2 Lymphoma",3
"1157","Department of L2 Lymphoma","Department of L2 Lymphoma",4
"1158","Department of L2 Lymphoma","Department of L2 Lymphoma",1
"1159","Department of L2 Lymphoma","Department of L2 Lymphoma",2
"1160","Department of L2 Lymphoma","Department of L2 Lymphoma",1
"1161","Department of L2 Lymphoma","Department of L2 Lymphoma",1
"1162","Department of L2 Lymphoma","Department of L2 Lymphoma",1
"1163","Department of L2 Lymphoma","Department of L2 Lymphoma",1
"1164","Department of L2 Lymphoma","Department of L2 Lymphoma",2
"1165","Department of L2 Lymphoma","Department of L2 Lymphoma",1
"1166","Department of L2 Lymphoma","Department of L2 Lymphoma",1
"1167","Department of L6 Lymphoma","Department of L6 Lymphoma",2
"1168","Department of L6 Lymphoma","Department of L6 Lymphoma",8
"1169","Department of L6 Lymphoma","Department of L6 Lymphoma",6
"1170","Department of L6 Lymphoma","Department of L6 Lymphoma",1
"1171","Department of L6 Lymphoma","Department of L6 Lymphoma",6
"1172","Department of L6 Lymphoma","Department of L6 Lymphoma",4
"1173","Department of L6 Lymphoma","Department of L6 Lymphoma",5
"1174","Department of L6 Lymphoma","Department of L6 Lymphoma",6
"1175","Department of L6 Lymphoma","Department of L6 Lymphoma",7
"1176","Department of L6 Lymphoma","Department of L6 Lymphoma",3
"1177","Department of L6 Lymphoma","Department of L6 Lymphoma",3
"1178","Department of L6 Lymphoma","Department of L6 Lymphoma",9
"1179","Department of L6 Lymphoma","Department of L6 Lymphoma",15
"1180","Department of L6 Lymphoma","Department of L6 Lymphoma",3
"1181","Department of L6 Lymphoma","Department of L6 Lymphoma",3
"1182","Department of L6 Lymphoma","Department of L6 Lymphoma",13
"1183","Department of L6 Lymphoma","Department of L6 Lymphoma",3
"1184","Department of L6 Lymphoma","Department of L6 Lymphoma",9
"1185","Department of L6 Lymphoma","Department of L6 Lymphoma",3
"1186","Department of L6 Lymphoma","Department of L6 Lymphoma",19
"1187","Department of L6 Lymphoma","Department of L6 Lymphoma",4
"1188","Department of L6 Lymphoma","Department of L6 Lymphoma",3
"1189","Department of L6 Lymphoma","Department of L6 Lymphoma",18
"1190","Department of L6 Lymphoma","Department of L6 Lymphoma",6
"1191","Department of L6 Lymphoma","Department of L6 Lymphoma",8
"1192","Department of L6 Lymphoma","Department of L6 Lymphoma",5
"1193","Department of L6 Lymphoma","Department of L6 Lymphoma",5
"1194","Department of L6 Lymphoma","Department of L6 Lymphoma",9
"1195","Department of L6 Lymphoma","Department of L6 Lymphoma",1
"1196","Department of L6 Lymphoma","Department of L6 Lymphoma",9
"1197","Department of L6 Lymphoma","Department of L6 Lymphoma",14
"1198","Department of L6 Lymphoma","Department of L6 Lymphoma",24
"1199","Department of L6 Lymphoma","Department of L6 Lymphoma",13
"1200","Department of L6 Lymphoma","Department of L6 Lymphoma",15
"1201","Department of L6 Lymphoma","Department of L6 Lymphoma",28
"1202","Department of L6 Lymphoma","Department of L6 Lymphoma",19
"1203","Department of L6 Lymphoma","Department of L6 Lymphoma",7
"1204","Department of L6 Lymphoma","Department of L6 Lymphoma",12
"1205","Department of L6 Lymphoma","Department of L6 Lymphoma",1
"1206","Department of L6 Lymphoma","Department of L6 Lymphoma",24
"1207","Department of L6 Lymphoma","Department of L6 Lymphoma",3
"1208","Department of L6 Lymphoma","Department of L6 Lymphoma",50
"1209","Department of L6 Lymphoma","Department of L6 Lymphoma",14
"1210","Department of L6 Lymphoma","Department of L6 Lymphoma",34
"1211","Department of L6 Lymphoma","Department of L6 Lymphoma",31
"1212","Department of L6 Lymphoma","Department of L6 Lymphoma",21
"1213","Department of L6 Lymphoma","Department of L6 Lymphoma",21
"1214","Department of L6 Lymphoma","Department of L6 Lymphoma",20
"1215","Department of L6 Lymphoma","Department of L6 Lymphoma",14
"1216","Department of L6 Lymphoma","Department of L6 Lymphoma",9
"1217","Department of L6 Lymphoma","Department of L6 Lymphoma",2
"1218","Department of L6 Lymphoma","Department of L6 Lymphoma",20
"1219","Department of L6 Lymphoma","Department of L6 Lymphoma",11
"1220","Department of L6 Lymphoma","Department of L6 Lymphoma",14
"1221","Department of L6 Lymphoma","Department of L6 Lymphoma",19
"1222","Department of L6 Lymphoma","Department of L6 Lymphoma",11
"1223","Department of L6 Lymphoma","Department of L6 Lymphoma",4
"1224","Department of L6 Lymphoma","Department of L6 Lymphoma",2
"1225","Department of L6 Lymphoma","Department of L6 Lymphoma",15
"1226","Department of L6 Lymphoma","Department of L6 Lymphoma",7
"1227","Department of L6 Lymphoma","Department of L6 Lymphoma",14
"1228","Department of L6 Lymphoma","Department of L6 Lymphoma",1
"1229","Department of L6 Lymphoma","Department of L6 Lymphoma",1
"1230","Department of L6 Lymphoma","Department of L6 Lymphoma",13
"1231","Department of L6 Lymphoma","Department of L6 Lymphoma",6
"1232","Department of L6 Lymphoma","Department of L6 Lymphoma",1
"1233","Department of L6 Lymphoma","Department of L6 Lymphoma",1
"1234","dermatology","Department of L6 Lymphoma",1
"1235","Gastroenterology","Department of L6 Lymphoma",1
"1236","L5 osteosoft tissue oncology department","Department of L6 Lymphoma",1
"1237","Z12 Chest Oncology DepartmentⅠ","Department of L6 Lymphoma",1
"1238","Z13 Chest Oncology Department I","Department of L6 Lymphoma",1
"1239","Z8 Head and Neck Oncology Department II","Department of L6 Lymphoma",1
"1240","Z8 Head and Neck Oncology Department II","Department of L6 Lymphoma",1
"1241","Department of osteo-soft tissue swelling and chemotherapy","Department of osteo-soft tissue swelling and chemotherapy",1
"1242","Department of osteo-soft tissue swelling and chemotherapy","Department of osteo-soft tissue swelling and chemotherapy",1
"1243","Department of osteo-soft tissue swelling and chemotherapy","Department of osteo-soft tissue swelling and chemotherapy",1
"1244","Department of osteo-soft tissue swelling and chemotherapy","Department of osteo-soft tissue swelling and chemotherapy",1
"1245","Department of osteo-soft tissue swelling and chemotherapy","Department of osteo-soft tissue swelling and chemotherapy",1
"1246","Department of osteo-soft tissue swelling and chemotherapy","Department of osteo-soft tissue swelling and chemotherapy",1
"1247","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1248","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",2
"1249","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1250","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",8
"1251","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",3
"1252","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1253","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1254","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",5
"1255","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",12
"1256","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",3
"1257","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",2
"1258","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1259","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",6
"1260","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",2
"1261","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",8
"1262","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",6
"1263","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",3
"1264","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",2
"1265","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",6
"1266","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",3
"1267","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",4
"1268","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1269","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1270","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",6
"1271","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",2
"1272","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1273","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",2
"1274","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1275","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",5
"1276","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",8
"1277","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1278","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1279","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",3
"1280","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1281","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",1
"1282","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",2
"1283","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",4
"1284","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",4
"1285","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",3
"1286","Department of Rehabilitation Medicine","Department of Rehabilitation Medicine",4
"1287","Neurology","Department of Rehabilitation Medicine",1
"1288","Neurology","Department of Rehabilitation Medicine",1
"1289","Neurology","Department of Rehabilitation Medicine",1
"1290","Orthopedic surgery","Department of Rehabilitation Medicine",1
"1291","orthopedics","Department of Rehabilitation Medicine",1
"1292","orthopedics","Department of Rehabilitation Medicine",1
"1293","Urology","Department of Rehabilitation Medicine",1
"1294","Urology","Department of Rehabilitation Medicine",1
"1295","Z14 Chest Oncology Department II","Department of Rehabilitation Medicine",1
"1296","Z14 Chest Oncology Department II","Department of Rehabilitation Medicine",1
"1297","Cardiology","Department of Respiratory and Critical Care Medicine",1
"1298","Cardiology","Department of Respiratory and Critical Care Medicine",1
"1299","Cardiology","Department of Respiratory and Critical Care Medicine",1
"1300","Cardiology","Department of Respiratory and Critical Care Medicine",1
"1301","Cardiology","Department of Respiratory and Critical Care Medicine",1
"1302","Cardiology","Department of Respiratory and Critical Care Medicine",1
"1303","Cardiology","Department of Respiratory and Critical Care Medicine",1
"1304","Comprehensive Medical Department","Department of Respiratory and Critical Care Medicine",1
"1305","Comprehensive Medical Department","Department of Respiratory and Critical Care Medicine",1
"1306","Comprehensive Medical Department","Department of Respiratory and Critical Care Medicine",1
"1307","Department of Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1308","Department of Infectious Diseases","Department of Respiratory and Critical Care Medicine",1
"1309","Department of Infectious Diseases","Department of Respiratory and Critical Care Medicine",1
"1310","Department of Infectious Diseases","Department of Respiratory and Critical Care Medicine",1
"1311","Department of Infectious Diseases","Department of Respiratory and Critical Care Medicine",1
"1312","Department of Infectious Diseases","Department of Respiratory and Critical Care Medicine",1
"1313","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1314","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1315","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1316","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",2
"1317","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1318","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",5
"1319","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1320","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1321","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1322","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1323","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",2
"1324","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1325","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",2
"1326","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",2
"1327","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",4
"1328","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1329","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",3
"1330","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",4
"1331","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",2
"1332","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",6
"1333","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",5
"1334","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",19
"1335","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",8
"1336","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",8
"1337","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",7
"1338","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",8
"1339","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",11
"1340","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",10
"1341","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",12
"1342","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",20
"1343","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",16
"1344","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",19
"1345","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",15
"1346","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",13
"1347","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",19
"1348","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",11
"1349","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",25
"1350","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",24
"1351","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",38
"1352","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",25
"1353","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",8
"1354","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",5
"1355","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",13
"1356","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",6
"1357","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",8
"1358","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",5
"1359","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",5
"1360","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",7
"1361","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",5
"1362","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",11
"1363","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",2
"1364","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1365","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",4
"1366","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1367","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1368","Department of Respiratory and Critical Care Medicine","Department of Respiratory and Critical Care Medicine",1
"1369","Department of Traditional Chinese Medicine","Department of Respiratory and Critical Care Medicine",1
"1370","Gastroenterology","Department of Respiratory and Critical Care Medicine",1
"1371","Hepatobiliary Surgery","Department of Respiratory and Critical Care Medicine",1
"1372","L2 tumor ICU","Department of Respiratory and Critical Care Medicine",1
"1373","Nephrology","Department of Respiratory and Critical Care Medicine",1
"1374","Neurology","Department of Respiratory and Critical Care Medicine",1
"1375","Neurology","Department of Respiratory and Critical Care Medicine",1
"1376","Z14 chest tumor ward III","Department of Respiratory and Critical Care Medicine",1
"1377","Anorectal Surgery","Department of Traditional Chinese Medicine",1
"1378","Cardiology","Department of Traditional Chinese Medicine",1
"1379","Cardiology","Department of Traditional Chinese Medicine",1
"1380","Cardiology","Department of Traditional Chinese Medicine",1
"1381","Cardiology","Department of Traditional Chinese Medicine",2
"1382","Cardiology","Department of Traditional Chinese Medicine",1
"1383","Cardiology","Department of Traditional Chinese Medicine",1
"1384","Department of Infectious Diseases","Department of Traditional Chinese Medicine",1
"1385","Department of Respiratory and Critical Care Medicine","Department of Traditional Chinese Medicine",1
"1386","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",1
"1387","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",1
"1388","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",2
"1389","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",2
"1390","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",1
"1391","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",1
"1392","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",1
"1393","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",2
"1394","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",2
"1395","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",3
"1396","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",14
"1397","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",2
"1398","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",5
"1399","Department of Traditional Chinese Medicine","Department of Traditional Chinese Medicine",2
